Date,Description,Credit,Debit,Balance,Amount
10/09/2020,CHEMIST WAREHOUSE - Visa Purchase - Receipt 186540In NORTH LAKES Date 08 Sep 2020 Card 462263xxxxxx7746,,-46.17,2006.87,46.17
10/09/2020,GRIFFIN PIZZA - Visa Purchase - Receipt 186539In GRIFFIN Date 08 Sep 2020 Card 462263xxxxxx7746,,-25.5,2053.04,25.5
10/09/2020,ALIEXPRESS.COM - Visa Purchase - Receipt 186538In Melbourne Date 08 Sep 2020 Card 462263xxxxxx7746,,-26.82,2078.54,26.82
10/09/2020,GRIFFIN MEDICAL CENT - Visa Purchase - Receipt 186537In GRIFFIN Date 08 Sep 2020 Card 462263xxxxxx7495,,-110,2105.36,110
10/09/2020,Internal Transfer - Internal Transfer - Receipt 244626  0806227416,,-150,2215.36,150
9/09/2020,Raiz Investment - Direct Debit - Receipt 110144 2c875fdaad7e118ea0,,-20.35,367.29,20.35
9/09/2020,LeBonChoixNorthLakes - Visa Purchase - Receipt 100542In North Lakes Date 08 Sep 2020 Card 462263xxxxxx7746,,-12.73,387.64,12.73
9/09/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 100541In BELLA VISTA Date 08 Sep 2020 Card 462263xxxxxx7746,,-42.41,400.37,42.41
9/09/2020,MCDONALDS KALLANGUR - Visa Purchase - Receipt 100540In KALLANGUR Date 04 Sep 2020 Card 462263xxxxxx7746,,-11.2,442.78,11.2
9/09/2020,BUNNINGS 376000 - Visa Purchase - Receipt 100539In NORTH LAKES Date 06 Sep 2020 Card 462263xxxxxx7746,,-41.15,453.98,41.15
8/09/2020,GOURMET MEATS - Visa Purchase - Receipt 192282In MURRUMBA DOW Date 06 Sep 2020 Card 462263xxxxxx7746,,-30.4,207.68,30.4
8/09/2020,7-ELEVEN 4266 - Visa Purchase - Receipt 192281In GRIFFIN Date 05 Sep 2020 Card 462263xxxxxx7746,,-5,238.08,5
8/09/2020,7-ELEVEN 4266 - Visa Purchase - Receipt 192280In GRIFFIN Date 05 Sep 2020 Card 462263xxxxxx7746,,-0.8,243.08,0.8
8/09/2020,BWS 2482 - Visa Purchase - Receipt 192279In GRIFFIN Date 05 Sep 2020 Card 462263xxxxxx7746,,-18,243.88,18
8/09/2020,BUNNINGS 376000 - Visa Purchase - Receipt 192278In NORTH LAKES Date 05 Sep 2020 Card 462263xxxxxx7746,,-44.08,261.88,44.08
8/09/2020,ALDI STORES - NORTH LA - Visa Purchase - Receipt 192277In NORTH LAKES Date 05 Sep 2020 Card 462263xxxxxx7746,,-37.85,305.96,37.85
8/09/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 740967 To Kogan MoneyBlackCard 4813635950084279,,-35,343.81,35
7/09/2020,ALDI STORES - NORTH LA - Visa Purchase - Receipt 129435In NORTH LAKES Date 04 Sep 2020 Card 462263xxxxxx7746,,-92.42,313.81,92.42
7/09/2020,ANUPSPORTSS - Visa Purchase - Receipt 129434In 0435637487 Date 05 Sep 2020 Card 462263xxxxxx7746,,-120,406.23,120
7/09/2020,COLES 4561 - Visa Purchase - Receipt 129433In MURRUMBA DWN Date 06 Sep 2020 Card 462263xxxxxx7746,,-7.5,526.23,7.5
6/09/2020,BUNNINGS 376000 - Visa Purchase - Receipt 193591In NORTH LAKES Date 03 Sep 2020 Card 462263xxxxxx7746,,-26,433.73,26
5/09/2020,International Transaction Fee - Receipt 186265,,-0.36,239.37,0.36
5/09/2020,ADOBE PHOTOGPHY PLAN - Visa Purchase - Receipt 186265Foreign Currency Amount:  0In ADOBE.LY/ENA Date 03 Sep 2020 Card 462263xxxxxx7746,,-14.29,239.73,14.29
5/09/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 186264In KALLANGUR Date 02 Sep 2020 Card 462263xxxxxx7746,,-8.32,254.02,8.32
5/09/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 186263In KALLANGUR Date 02 Sep 2020 Card 462263xxxxxx7746,,-8.19,262.34,8.19
5/09/2020,SWADES FOODS TOOWONG - Visa Purchase - Receipt 186262In TOOWONG Date 02 Sep 2020 Card 462263xxxxxx7746,,-20,270.53,20
4/09/2020,KMART ONLINE - Visa Purchase - Receipt 100386In 03 Date 03 Sep 2020 Card 462263xxxxxx7746,,-55,190.53,55
4/09/2020,POST KALLANGUR LPO  KA - Visa Purchase - Receipt 100385In KALLANGUR Date 02 Sep 2020 Card 462263xxxxxx7746,,-18.95,245.53,18.95
4/09/2020,BCC ON-STREET PARKING - Visa Purchase - Receipt 100384In BRISBANE Date 02 Sep 2020 Card 462263xxxxxx7746,,-4,264.48,4
4/09/2020,BUNNINGS 376000 - Visa Purchase - Receipt 100383In NORTH LAKES Date 01 Sep 2020 Card 462263xxxxxx7746,,-25.5,268.48,25.5
4/09/2020,OP STORECO PTY LTD - Visa Purchase - Receipt 100382In MANGO HILL Date 01 Sep 2020 Card 462263xxxxxx7746,,-38.45,293.98,38.45
4/09/2020,SWADES FOODS ASPLEY - Visa Purchase - Receipt 100381In ASPLEY Date 02 Sep 2020 Card 462263xxxxxx7746,,-87.69,332.43,87.69
3/09/2020,Raiz Investment - Direct Debit - Receipt 139081 588b8baead26b40c65,,-21.43,420.12,21.43
3/09/2020,Goodstart Murrum - Direct Debit - Receipt 139080 A005KUNK0VE8,,-52,441.55,52
3/09/2020,Goodstart Murrum - Direct Debit - Receipt 139079 A005KUNK0VE7,,-298.77,493.55,298.77
3/09/2020,ROCKS CAFE AND BOATHIR - Visa Purchase - Receipt 144793In GRIFFIN Date 01 Sep 2020 Card 462263xxxxxx7746,,-14,792.32,14
3/09/2020,ALDI STORES - NORTH LA - Visa Purchase - Receipt 144792In NORTH LAKES Date 31 Aug 2020 Card 462263xxxxxx7746,,-18.85,806.32,18.85
2/09/2020,VFS SERVICES AUSTRAL SPRING HILL - EFTPOS Purchase - Receipt 2308Date 02 Sep 2020 Time 11:57AM Card 462263xxxxxx7746,,-182.48,425.17,182.48
2/09/2020,LIVING FAITH LUTHERA - Visa Purchase - Receipt 182027In MURRUMBA DOW Date 31 Aug 2020 Card 462263xxxxxx7746,,-104,607.65,104
2/09/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 182026In BELLA VISTA Date 31 Aug 2020 Card 462263xxxxxx7746,,-55.66,711.65,55.66
1/09/2020,COSTCO FUEL NORTH LAKE NORTH LAKES - EFTPOS Purchase - Receipt 84135Date 01 Sep 2020 Time 6:23PM Card 462263xxxxxx7746,,-58.11,767.31,58.11
1/09/2020,COSTCO FUEL NORTH LAKE NORTH LAKES - EFTPOS Purchase - Receipt 84133Date 01 Sep 2020 Time 6:23PM Card 462263xxxxxx7746,,-60,765.42,60
1/09/2020,Raiz Maint Fee - Direct Debit - Receipt 168644 56e16be5f59582693a,,-2.5,525.42,2.5
1/09/2020,Lawnton Country Marke - Visa Purchase - Receipt 118199In Lawnton Date 31 Aug 2020 Card 462263xxxxxx7495,,-33.53,527.92,33.53
1/09/2020,AUSSIE SEAFOOD HOUSE - Visa Purchase - Receipt 118198In LAWNTON Date 31 Aug 2020 Card 462263xxxxxx7495,,-26.15,561.45,26.15
1/09/2020,Warburton Butcher LT - Visa Purchase - Receipt 118197In Lawnton Date 31 Aug 2020 Card 462263xxxxxx7495,,-22.79,587.6,22.79
29/08/2020,IKEA NORTHLAKES NORTH LAKES - EFTPOS Purchase - Receipt 206235Date 29 Aug 2020 Time 1:03PM Card 462263xxxxxx7746,,-289.29,410.39,289.29
29/08/2020,AMZNPRIMEAU MEMBERSHIP - Visa Purchase - Receipt 148558In SYDNEY SOUTH Date 28 Aug 2020 Card 462263xxxxxx7746,,-6.99,699.68,6.99
29/08/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 148557In KALLANGUR Date 27 Aug 2020 Card 462263xxxxxx7746,,-48.98,706.67,48.98
29/08/2020,LINKT BRISBANE - Visa Purchase - Receipt 148556In BRISBANE Date 26 Aug 2020 Card 462263xxxxxx7746,,-25.08,755.65,25.08
28/08/2020,CHEMIST WAREHOUSE - Visa Purchase - Receipt 153728In NORTH LAKES Date 26 Aug 2020 Card 462263xxxxxx7495,,-24.44,780.73,24.44
28/08/2020,HOGS BREATH NORTHLAK - Visa Purchase - Receipt 153727In MANGO HILL Date 25 Aug 2020 Card 462263xxxxxx7746,,-81.8,805.17,81.8
28/08/2020,BEST AND LESS - Visa Purchase - Receipt 153726In MANGO HILL Date 26 Aug 2020 Card 462263xxxxxx7495,,-59,886.97,59
27/08/2020,Goodstart Murrum - Direct Debit - Receipt 151494 A005HPKC0TW5,,-240,645.97,240
27/08/2020,International Transaction Fee - Receipt 197612,,-1.46,684.51,1.46
27/08/2020,PAYPAL *PRIVATEINTE - Visa Purchase - Receipt 197612Foreign Currency Amount:  0In 4029357733 Date 25 Aug 2020 Card 462263xxxxxx7746,,-58.2,685.97,58.2
27/08/2020,COLES 4545 - Visa Purchase - Receipt 197611In NORTH LAKE Date 26 Aug 2020 Card 462263xxxxxx7746,,-7.5,744.17,7.5
27/08/2020,AFTERPAY - Visa Purchase - Receipt 197610In MELBOURNE Date 25 Aug 2020 Card 462263xxxxxx7746,,-38.98,751.67,38.98
27/08/2020,GOURMET MEATS - Visa Purchase - Receipt 197609In MURRUMBA DOW Date 25 Aug 2020 Card 462263xxxxxx7746,,-17.75,790.65,17.75
27/08/2020,COMPASS LCCH - Visa Purchase - Receipt 197608In SOUTH BRISBA Date 24 Aug 2020 Card 462263xxxxxx7495,,-10.89,808.4,10.89
26/08/2020,Raiz Investment - Direct Debit - Receipt 173245 0c1c8a5b0507cb82ac,,-20.88,819.29,20.88
26/08/2020,TARGET 5167 NORTH LAKES - EFTPOS Purchase - Receipt 139257Date 26 Aug 2020 Time 11:47AM Card 462263xxxxxx7495,,-30,840.17,30
26/08/2020,SP * MAMACLOTHING - Visa Purchase - Receipt 165343In POINT COOK Date 24 Aug 2020 Card 462263xxxxxx7746,,-88,370.17,88
26/08/2020,TRANSLINK - Visa Purchase - Receipt 165342In BRISBANE Date 24 Aug 2020 Card 462263xxxxxx7746,,-20,458.17,20
26/08/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 165341In KALLANGUR Date 23 Aug 2020 Card 462263xxxxxx7746,,-26.11,478.17,26.11
26/08/2020,Microsoft*EA Play 1 Month - Visa Purchase - Receipt 165340In msbill.info Date 24 Aug 2020 Card 462263xxxxxx7746,,-6.99,504.28,6.99
26/08/2020,MCDONALDS MURRUMBA DO - Visa Purchase - Receipt 165339In MURRUMBA DOW Date 23 Aug 2020 Card 462263xxxxxx7746,,-4.4,511.27,4.4
25/08/2020,COLES 4561 MURRUMBA DW - EFTPOS Purchase - Receipt 437697Date 25 Aug 2020 Time 5:10PM Card 462263xxxxxx7746,,-21.25,515.67,21.25
25/08/2020,SQ *BROW N LASH EXPRES - Visa Purchase - Receipt 103591In Griffin Date 23 Aug 2020 Card 462263xxxxxx7495,,-15,536.92,15
25/08/2020,GOURMET MEATS - Visa Purchase - Receipt 103590In MURRUMBA DOW Date 22 Aug 2020 Card 462263xxxxxx7746,,-23.95,551.92,23.95
25/08/2020,ALDI STORES - NORTH LA - Visa Purchase - Receipt 103589In NORTH LAKES Date 22 Aug 2020 Card 462263xxxxxx7746,,-10.21,575.87,10.21
24/08/2020,Audible Australia - Visa Purchase - Receipt 104125In MELBOURNE Date 22 Aug 2020 Card 462263xxxxxx7746,,-16.45,586.08,16.45
22/08/2020,1ST CHOICE 7227 MANGO HILL - EFTPOS Purchase - Receipt 118696Date 22 Aug 2020 Time 5:39PM Card 462263xxxxxx7746,,-9,602.53,9
22/08/2020,H&M Brisbane AU0016 Gympie Rd - EFTPOS Purchase - Receipt 476654Date 22 Aug 2020 Time 2:37PM Card 462263xxxxxx7495,,-116.94,611.53,116.94
22/08/2020,COSTCO FUEL NORTH LAKE NORTH LAKES - EFTPOS Purchase - Receipt 45330Date 22 Aug 2020 Time 11:09AM Card 462263xxxxxx7746,,-65.8,728.47,65.8
22/08/2020,COSTCO FUEL NORTH LAKE NORTH LAKES - EFTPOS Purchase - Receipt 45328Date 22 Aug 2020 Time 11:09AM Card 462263xxxxxx7746,,-70,724.27,70
22/08/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 144919In KALLANGUR Date 20 Aug 2020 Card 462263xxxxxx7746,,-43,794.27,43
22/08/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 144918In KALLANGUR Date 19 Aug 2020 Card 462263xxxxxx7746,,-30.08,837.27,30.08
22/08/2020,BUNNINGS 376000 - Visa Purchase - Receipt 144917In NORTH LAKES Date 19 Aug 2020 Card 462263xxxxxx7746,,-1.91,867.35,1.91
21/08/2020,OPTUS BILLING - Direct Debit - Receipt 159154 62173942475,,-99,369.26,99
21/08/2020,MSFT *<E0400BQEX6> - Visa Purchase - Receipt 159325In MSFT AZURE Date 19 Aug 2020 Card 462263xxxxxx7746,,-2.84,468.26,2.84
21/08/2020,NETFLIX COM - Visa Purchase - Receipt 159324In MELBOURNE Date 19 Aug 2020 Card 462263xxxxxx7746,,-13.99,471.1,13.99
21/08/2020,VODAFONE - Visa Purchase - Receipt 159323In NORTH SYDNEY Date 19 Aug 2020 Card 462263xxxxxx7746,,-69.59,485.09,69.59
20/08/2020,Goodstart Murrum - Direct Debit - Receipt 112678 A005GUL30UH9,,-240,554.68,240
20/08/2020,DEBITSSUCESSDF - Direct Debit - Receipt 112677 A005GUL30UHA,,-8.25,794.68,8.25
20/08/2020,BABY BUNTING PL - Visa Purchase - Receipt 186310In NORTH LAKES Date 17 Aug 2020 Card 462263xxxxxx7746,,-246.96,802.93,246.96
19/08/2020,Raiz Investment - Direct Debit - Receipt 110467 94ceb8c734631e9d2d,,-22.36,1049.89,22.36
19/08/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 183440In BELLA VISTA Date 17 Aug 2020 Card 462263xxxxxx7746,,-34.05,771.25,34.05
19/08/2020,SPENDLESS SHOES - Visa Purchase - Receipt 183439In MANGO HILL Date 14 Aug 2020 Card 462263xxxxxx7746,,-39.99,805.3,39.99
19/08/2020,PIZZA HUT MANGO HILL - Visa Purchase - Receipt 183438In MANGO HILL Date 15 Aug 2020 Card 462263xxxxxx7746,,-26.9,845.29,26.9
19/08/2020,GOURMET MEATS - Visa Purchase - Receipt 183437In MURRUMBA DOW Date 17 Aug 2020 Card 462263xxxxxx7746,,-38.15,872.19,38.15
19/08/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 183436In KALLANGUR Date 17 Aug 2020 Card 462263xxxxxx7746,,-11.48,910.34,11.48
18/08/2020,CHEMIST WAREHOUSE - Visa Purchase - Receipt 119334In NORTH LAKES Date 14 Aug 2020 Card 462263xxxxxx7746,,-26.57,921.82,26.57
18/08/2020,MICROSOFT*MICROSOFT 365 P - Visa Purchase - Receipt 119333In MSBILL.INFO Date 15 Aug 2020 Card 462263xxxxxx7746,,-10,948.39,10
18/08/2020,WU *4579211520 - Visa Purchase - Receipt 119332In SYDNEY Date 15 Aug 2020 Card 462263xxxxxx7746,,-302.9,958.39,302.9
18/08/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 119331In KALLANGUR Date 15 Aug 2020 Card 462263xxxxxx7746,,-12.33,1261.29,12.33
17/08/2020,LEASE PAY - Direct Debit - Receipt 113867 001-1347737-001,,-861,1273.62,861
17/08/2020,Goodstart Murrum - Direct Debit - Receipt 132580 A005GCVF0KXF,,-112.12,2134.62,112.12
17/08/2020,All Direct debits - Transfer to Kiran Joy - Receipt 813284 To 032885 5310008,,-3100,2246.74,3100
16/08/2020,PLINE PH BRIBIE ISLAN  BE LLARA      Q - EFTPOS Purchase - Receipt 92124Date 16 Aug 2020 Time 11:55AM Card 462263xxxxxx7746,,-16.49,5346.74,16.49
16/08/2020,COSTCO FUEL NORTH LAKE - Visa Purchase - Receipt 133879In NORTH LAKES Date 14 Aug 2020 Card 462263xxxxxx7746,,-60,5187.24,60
16/08/2020,BWS 2482 - Visa Purchase - Receipt 133878In GRIFFIN Date 14 Aug 2020 Card 462263xxxxxx7746,,-74,5247.24,74
16/08/2020,MCDONALDS NORTH LAKES - Visa Purchase - Receipt 133877In NORTH LAKES Date 13 Aug 2020 Card 462263xxxxxx7746,,-4.1,5321.24,4.1
16/08/2020,BIG W 0246 - Visa Purchase - Receipt 133876In NORTHLAKES Date 14 Aug 2020 Card 462263xxxxxx7746,,-72,5325.34,72
16/08/2020,BIG W 0246 - Visa Purchase - Receipt 133875In NORTHLAKES Date 14 Aug 2020 Card 462263xxxxxx7746,,-2.35,5397.34,2.35
16/08/2020,Internal Transfer - Internal Transfer - Receipt 784786  0806227416,,-50,5399.69,50
16/08/2020,Internal Transfer - Internal Transfer - Receipt 650391 Savings Maximiser 0046211453,,-1180,5449.69,1180
16/08/2020,Internal Transfer - Internal Transfer - Receipt 650206 Savings Maximiser 0046211237,,-690,6629.69,690
16/08/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 604242 To Kogan MoneyBlackCard 4813635950084279,,-150,7319.69,150
16/08/2020,Internal Transfer - Internal Transfer - Receipt 584656 Orange Everyday 0065083812,,-345,7469.69,345
15/08/2020,Ollie's Place - Visa Purchase - Receipt 121391In North Lakes Date 14 Aug 2020 Card 462263xxxxxx7746,,-12.99,7814.69,12.99
15/08/2020,DISNEY PLUS - Visa Purchase - Receipt 121390In RICHMOND Date 13 Aug 2020 Card 462263xxxxxx7746,,-8.99,7827.68,8.99
15/08/2020,RACQ EIGHT MILE PLAIN - Visa Purchase - Receipt 121389In EIGHT MILE P Date 13 Aug 2020 Card 462263xxxxxx7746,,-99,7836.67,99
14/08/2020,Raiz Investment - Direct Debit - Receipt 144324 a75c642caa4dbfb18c,,-20.89,7935.67,20.89
14/08/2020,TRANSLINK - Visa Purchase - Receipt 133668In BRISBANE Date 12 Aug 2020 Card 462263xxxxxx7746,,-20,490.23,20
13/08/2020,Direct Debit,,-240,-29.77,240
13/08/2020,DEBITSSUCESSDF - Direct Debit - Receipt 156902 A005G2G60U2A,,-8.25,210.23,8.25
13/08/2020,AFTERPAY - Visa Purchase - Receipt 165554In MELBOURNE Date 11 Aug 2020 Card 462263xxxxxx7746,,-38.98,218.48,38.98
13/08/2020,GRIFFIN C D PHARMACY - Visa Purchase - Receipt 165553In GRIFFIN Date 12 Aug 2020 Card 462263xxxxxx7746,,-12.49,257.46,12.49
13/08/2020,OXFAM AUSTRALIA Q - Visa Purchase - Receipt 165552In CARLTON Date 11 Aug 2020 Card 462263xxxxxx7746,,-50,269.95,50
12/08/2020,SUBWAY MURRUMBA DOWNS - Visa Purchase - Receipt 137964In MURRUMBA DOW Date 10 Aug 2020 Card 462263xxxxxx7746,,-15.45,319.95,15.45
12/08/2020,ROCKS CAFE AND BOATHIR - Visa Purchase - Receipt 137963In GRIFFIN Date 10 Aug 2020 Card 462263xxxxxx7746,,-12,335.4,12
12/08/2020,LINKT BRISBANE - Visa Purchase - Receipt 137962In BRISBANE Date 10 Aug 2020 Card 462263xxxxxx7746,,-25.08,347.4,25.08
12/08/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 137961In KALLANGUR Date 10 Aug 2020 Card 462263xxxxxx7746,,-64.95,372.48,64.95
12/08/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 137960In KALLANGUR Date 10 Aug 2020 Card 462263xxxxxx7746,,-14.81,437.43,14.81
12/08/2020,MCDONALDS KALLANGUR - Visa Purchase - Receipt 137959In KALLANGUR Date 07 Aug 2020 Card 462263xxxxxx7746,,-26,452.24,26
11/08/2020,International Transaction Fee - Receipt 158569,,-4.4,408.84,4.4
11/08/2020,YUPPTV USA INC. - Visa Purchase - Receipt 158569Foreign Currency Amount:  0In HTTPSWWW.YUP Date 09 Aug 2020 Card 462263xxxxxx7746,,-175.99,413.24,175.99
11/08/2020,SHAPLAND SWIM KALLAN - Visa Purchase - Receipt 158568In KALLANGUR Date 10 Aug 2020 Card 462263xxxxxx7746,,-102.5,589.23,102.5
11/08/2020,NOOSANTHSHORERETREAT - Visa Purchase - Receipt 158567In NOOSA NORTH Date 08 Aug 2020 Card 462263xxxxxx7746,,-5.2,691.73,5.2
11/08/2020,NOOSANTHSHORERETREAT - Visa Purchase - Receipt 158566In NOOSA NORTH Date 08 Aug 2020 Card 462263xxxxxx7746,,-3.5,696.93,3.5
11/08/2020,NOOSANTHSHORERETREAT - Visa Purchase - Receipt 158565In NOOSA NORTH Date 08 Aug 2020 Card 462263xxxxxx7746,,-13.5,700.43,13.5
11/08/2020,NOOSANTHSHORERETREAT - Visa Purchase - Receipt 158564In NOOSA NORTH Date 08 Aug 2020 Card 462263xxxxxx7746,,-23,713.93,23
11/08/2020,NOOSANTHSHORERETREAT - Visa Purchase - Receipt 158563In NOOSA NORTH Date 08 Aug 2020 Card 462263xxxxxx7746,,-17,736.93,17
11/08/2020,NOOSANTHSHORERETREAT - Visa Purchase - Receipt 158562In NOOSA NORTH Date 08 Aug 2020 Card 462263xxxxxx7746,,-9,753.93,9
11/08/2020,NOOSANTHSHORERETREAT - Visa Purchase - Receipt 158561In NOOSA NORTH Date 08 Aug 2020 Card 462263xxxxxx7746,,-9,762.93,9
11/08/2020,GLORIA J CABOOLTURE - Visa Purchase - Receipt 158560In CABOOLTURE Date 07 Aug 2020 Card 462263xxxxxx7495,,-5.5,771.93,5.5
11/08/2020,BALTI STRATHPINE PTY - Visa Purchase - Receipt 158559In STRATHPINE Date 09 Aug 2020 Card 462263xxxxxx7746,,-25,777.43,25
11/08/2020,WOOLWORTHS 2703 - Visa Purchase - Receipt 158558In TEWANTIN Date 09 Aug 2020 Card 462263xxxxxx7746,,-5.1,802.43,5.1
11/08/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 158557In KALLANGUR Date 07 Aug 2020 Card 462263xxxxxx7746,,-43.62,807.53,43.62
11/08/2020,COLLINS FOODS SUBSID - Visa Purchase - Receipt 158556In NORTH LAKES Date 07 Aug 2020 Card 462263xxxxxx7746,,-7.95,851.15,7.95
10/08/2020,Raiz Investment - Direct Debit - Receipt 119645 3834a6e4f7694f0279,,-20.55,659.1,20.55
10/08/2020,Reiner From Kiran - Osko Payment to 034115 166620 - Receipt 222073 ,,-350,579.65,350
9/08/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 150072In KALLANGUR Date 06 Aug 2020 Card 462263xxxxxx7746,,-17.43,379.65,17.43
9/08/2020,COSTCO FUEL NORTH LAKE - Visa Purchase - Receipt 150071In NORTH LAKES Date 07 Aug 2020 Card 462263xxxxxx7746,,-59.59,397.08,59.59
9/08/2020,ALDI STORES - NORTH LA - Visa Purchase - Receipt 150070In NORTH LAKES Date 06 Aug 2020 Card 462263xxxxxx7746,,-0.99,456.67,0.99
9/08/2020,BRIGHT SHADOW TRADIN - Visa Purchase - Receipt 150069In GRIFFIN Date 07 Aug 2020 Card 462263xxxxxx7746,,-5,457.66,5
8/08/2020,ATM Balance Enquiry - Receipt 751531ATM owner fee of -$2.50 charged by NOOSA NORTH SHORE NOOSA SHODate 08 Aug 2020 Time 2:13PM Card 462263xxxxxx7746,,-2.5,280.16,2.5
7/08/2020,rediATM 1473 Anzac Ave Ka llangur    0 - Receipt 663ATM owner fee of $2.50 charged by rediATM 1473 Anzac Ave Ka llangur    0Date 07 Aug 2020 Time 7:21PM Card 462263xxxxxx7746,,-82.5,280.16,82.5
7/08/2020,TRANSLINK - Visa Purchase - Receipt 155300In BRISBANE Date 05 Aug 2020 Card 462263xxxxxx7746,,-20,62.66,20
7/08/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 155299In KALLANGUR Date 04 Aug 2020 Card 462263xxxxxx7746,,-7.34,82.66,7.34
7/08/2020,SOMERVILLE HOUSE - Visa Purchase - Receipt 155298In SOUTH BRISBA Date 05 Aug 2020 Card 462263xxxxxx7495,,-4.05,90,4.05
6/08/2020,Direct Debit,,-178.87,-84.82,178.87
6/08/2020,DEBITSSUCESSDF - Direct Debit - Receipt 129555 A005F7U80V75,,-8.25,94.05,8.25
6/08/2020,ALDI STORES - NORTH LA - Visa Purchase - Receipt 127733In NORTH LAKES Date 03 Aug 2020 Card 462263xxxxxx7746,,-37.61,102.3,37.61
6/08/2020,GOURMET MEATS - Visa Purchase - Receipt 127732In MURRUMBA DOW Date 04 Aug 2020 Card 462263xxxxxx7746,,-19.75,139.91,19.75
6/08/2020,AZMAN HAROON - Visa Purchase - Receipt 127731In NORTH LAKES Date 03 Aug 2020 Card 462263xxxxxx7746,,-100.34,159.66,100.34
5/08/2020,International Transaction Fee - Receipt 104020,,-0.36,259.64,0.36
5/08/2020,ADOBE PHOTOGPHY PLAN - Visa Purchase - Receipt 104020Foreign Currency Amount:  0In ADOBE.LY/ENA Date 03 Aug 2020 Card 462263xxxxxx7746,,-14.29,260,14.29
5/08/2020,TRANSLINK - Visa Purchase - Receipt 104019In BRISBANE Date 03 Aug 2020 Card 462263xxxxxx7746,,-40,274.29,40
5/08/2020,INDIAN SPICE SHOP - Visa Purchase - Receipt 104018In ASPLEY Date 01 Aug 2020 Card 462263xxxxxx7746,,-85.11,314.29,85.11
4/08/2020,GLORIA J CABOOLTURE - Visa Purchase - Receipt 180004In CABOOLTURE Date 31 Jul 2020 Card 462263xxxxxx7495,,-8.9,299.4,8.9
4/08/2020,BWS 2482 - Visa Purchase - Receipt 180003In GRIFFIN Date 01 Aug 2020 Card 462263xxxxxx7746,,-19,308.3,19
4/08/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 180002In BELLA VISTA Date 02 Aug 2020 Card 462263xxxxxx7746,,-31.6,327.3,31.6
4/08/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 180001In KALLANGUR Date 02 Aug 2020 Card 462263xxxxxx7746,,-12.75,358.9,12.75
3/08/2020,Raiz Maint Fee - Direct Debit - Receipt 123592 2ccc25756c27cd7d25,,-2.5,371.65,2.5
2/08/2020,SQ *MR AMERICA FOOD TR - Visa Purchase - Receipt 100881In Griffin Date 31 Jul 2020 Card 462263xxxxxx7746,,-8,174.15,8
2/08/2020,BRIGHT SHADOW TRADIN - Visa Purchase - Receipt 100880In GRIFFIN Date 31 Jul 2020 Card 462263xxxxxx7746,,-5.5,182.15,5.5
2/08/2020,COMPASS LCCH - Visa Purchase - Receipt 100879In SOUTH BRISBA Date 30 Jul 2020 Card 462263xxxxxx7495,,-5.34,187.65,5.34
2/08/2020,KEBAB HAVEN CABOOLTU - Visa Purchase - Receipt 100878In CABOOLTURE Date 31 Jul 2020 Card 462263xxxxxx7495,,-9.4,192.99,9.4
2/08/2020,GUZMAN Y GOMEZ - Visa Purchase - Receipt 100877In SURRY HILLS Date 31 Jul 2020 Card 462263xxxxxx7495,,-9.9,202.39,9.9
1/08/2020,COLES 4561 MURRUMBA DW - EFTPOS Purchase - Receipt 418345Date 01 Aug 2020 Time 6:48PM Card 462263xxxxxx7746,,-12.61,212.29,12.61
1/08/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 193768In KALLANGUR Date 30 Jul 2020 Card 462263xxxxxx7746,,-38.03,224.9,38.03
31/07/2020,Goodstart Murrum - Direct Debit - Receipt 130705 A005EK8616U6,,-232,262.93,232
31/07/2020,Raiz Investment - Direct Debit - Receipt 130704 89922e0b815ec0924e,,-21.7,494.93,21.7
31/07/2020,AFTERPAY - Visa Purchase - Receipt 161274In MELBOURNE Date 29 Jul 2020 Card 462263xxxxxx7746,,-38.98,516.63,38.98
31/07/2020,TRANSLINK - Visa Purchase - Receipt 161273In BRISBANE Date 29 Jul 2020 Card 462263xxxxxx7746,,-20,555.61,20
